arm,problem,passed,latency_ms_isolated,baseline_ms,speedup_vs_pytorch,llm_calls,total_tokens,wall_s,iterations
akg,01_square_matrix_multiplication,True,4.283842468261719,5.656576156616211,1.3204444837840907,52,457158,3216.4,6
akg,18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp,True,0.3624857711791992,6.814720153808594,18.79996594525542,37,495596,6105.0,17
akg,30_Gemm_GroupNorm_Hardtanh,True,4.204554138183593,7.113728046417236,1.6919102032279774,41,568507,6830.8,15
akg,40_layernorm,True,3.498580017089844,7.088128089904785,2.0260014220857427,41,561167,4368.7,37
akg,42_max_pooling_2d,True,6.116494750976562,18.42892837524414,3.012988504944236,33,403610,4697.9,17
akg,50_conv_standard_2d_square_input_square_kernel,True,9.8233447265625,4.719615936279297,0.4804489781894115,29,391558,5131.4,13
akg,62_Matmul_GroupNorm_LeakyReLU_Sum,True,4.0747314453125,7.552511930465698,1.85349931199858,47,513672,7938.9,15
akg,76_Gemm_Add_ReLU,True,4.144066467285156,6.909887790679932,1.6674172205559987,48,720899,7115.5,30
akg,88_mingptnewgelu,True,0.6370406341552735,5.711872100830078,8.966260226718687,67,474666,1758.7,21
akg,9_Matmul_Subtract_Multiply_ReLU,True,4.088719482421875,7.010303974151611,1.7145475507160963,40,538816,4186.6,22
